id,benchmark,model,backend,repetition,issue_categories,prior_success,corrected_success,prior_median_time_ms,corrected_median_time_ms,median_time_ratio,corrected_median_wall_seconds,wall_to_reported_time_ratio,corrected_repeat_spread_ratio,corrected_under_200ms,prior_overall_score,corrected_overall_score,score_delta,original_source_url,corrected_source_url
qtclustering_qwen-3.6-27B-udq4_mpi_r1,qtclustering,qwen-3.6-27B-udq4,mpi,1,missing_rank_aggregation;rank_local_timing,true,true,36647.0,36678.0,1.0008459082598848,47.75312148779631,1.3019554361687198,1.0010642362058615,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r1
qtclustering_qwen-3.6-27B-udq4_mpi_r2,qtclustering,qwen-3.6-27B-udq4,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,36642.0,36631.0,0.9996997980459582,47.6030591968447,1.299529338452259,1.0001638180527495,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r2
qtclustering_qwen-3.6-27B-udq4_mpi_r3,qtclustering,qwen-3.6-27B-udq4,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,36671.0,36662.0,0.9997545744593821,47.55260569881648,1.297054325972846,1.0002455326694857,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r3
qtclustering_qwen-3.6-27B-udq4_mpi_r4,qtclustering,qwen-3.6-27B-udq4,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,36468.0,36479.0,1.0003016343095317,47.65313647966832,1.3063169626269449,1.0000822458602916,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r4
qtclustering_qwen-3.6-27B-udq4_mpi_r5,qtclustering,qwen-3.6-27B-udq4,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,37023.0,37023.0,1.0,48.00485216733068,1.296622428418299,1.0004592980844569,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/qtclustering_qwen-3.6-27B-udq4_mpi_r5
qtclustering_qwen3.7-plus_hybrid_r1,qtclustering,qwen3.7-plus,hybrid,1,missing_rank_aggregation;rank_local_timing,true,true,36868.0,36845.918,0.999401052403168,42.063155801966786,1.1415960867623596,1.0049297976018057,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r1
qtclustering_qwen3.7-plus_hybrid_r3,qtclustering,qwen3.7-plus,hybrid,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,36350.0,36188.0,0.9955433287482806,40.82958077825606,1.128262981603185,1.0063544036849992,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r3
qtclustering_qwen3.7-plus_hybrid_r4,qtclustering,qwen3.7-plus,hybrid,4,missing_rank_aggregation;rank_local_timing,true,true,47344.0,47279.0,0.9986270699560662,52.58668533992022,1.1122630626688428,1.0079826297975605,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r4
qtclustering_qwen3.7-plus_mpi_r2,qtclustering,qwen3.7-plus,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,15941.0,15944.0,1.0001881939652468,26.821240162476897,1.6822152635773266,1.0001881703568964,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/qtclustering_qwen3.7-plus_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/qtclustering_qwen3.7-plus_mpi_r2
qtclustering_qwen3.7-plus_mpi_r4,qtclustering,qwen3.7-plus,mpi,4,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,2175.0,2174.0,0.9995402298850574,13.14640520978719,6.0471045123216145,1.000460193281178,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/qtclustering_qwen3.7-plus_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/qtclustering_qwen3.7-plus_mpi_r4
qtclustering_qwen3.7-plus_mpi_r5,qtclustering,qwen3.7-plus,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,437.0,530.0,1.2128146453089246,11.393286964856088,21.496767858219034,1.023076923076923,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/qtclustering_qwen3.7-plus_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/qtclustering_qwen3.7-plus_mpi_r5
roomsim_claude-haiku-4.5_hybrid_r3,roomsim,claude-haiku-4.5,hybrid,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,13613.0,13739.0,1.009255858370675,17.464837081730366,1.2711869191156828,1.001311666545216,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r3
roomsim_claude-haiku-4.5_mpi_r2,roomsim,claude-haiku-4.5,mpi,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,4978.0,4992.0,1.0028123744475692,17.50668396987021,3.5069479106310517,1.0022044088176352,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-haiku-4.5_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-haiku-4.5_mpi_r2
roomsim_claude-haiku-4.5_mpi_r3,roomsim,claude-haiku-4.5,mpi,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,4861.0,5006.0,1.0298292532400741,17.408090254291892,3.4774451167183162,1.0056191049568532,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-haiku-4.5_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-haiku-4.5_mpi_r3
roomsim_claude-opus-4.6_hybrid_r1,roomsim,claude-opus-4.6,hybrid,1,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,10003.0,10035.0,1.0031990402879136,14.548679963685572,1.449793718354317,1.0137387614910598,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-opus-4.6_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-opus-4.6_hybrid_r1
roomsim_claude-opus-4.6_hybrid_r2,roomsim,claude-opus-4.6,hybrid,2,missing_rank_aggregation;rank_local_timing;asymmetric_timed_region,true,true,9945.0,9970.0,1.0025138260432378,13.748067907057703,1.3789436215704818,1.0031190260589598,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-opus-4.6_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-opus-4.6_hybrid_r2
roomsim_claude-opus-4.6_mpi_r1,roomsim,claude-opus-4.6,mpi,1,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,7340.0,7366.0,1.0035422343324252,19.56122289225459,2.6556099500752905,1.0043584854263143,false,7,9,2,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-opus-4.6_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-opus-4.6_mpi_r1
roomsim_claude-opus-4.6_mpi_r3,roomsim,claude-opus-4.6,mpi,3,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,6831.0,6834.0,1.0004391743522179,19.159728165715933,2.8035891375059894,1.0549702244617498,false,7,9,2,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-opus-4.6_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-opus-4.6_mpi_r3
roomsim_claude-opus-4.6_mpi_r4,roomsim,claude-opus-4.6,mpi,4,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,4951.0,4975.0,1.0048475055544335,17.45552564226091,3.5086483703037,1.0070479258960934,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-opus-4.6_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-opus-4.6_mpi_r4
roomsim_claude-opus-4.6_mpi_r5,roomsim,claude-opus-4.6,mpi,5,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,8048.0,8050.0,1.000248508946322,20.561419853940606,2.5542136464522494,1.0051045816733069,false,7,8,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-opus-4.6_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-opus-4.6_mpi_r5
roomsim_claude-sonnet-4.5_hybrid_r1,roomsim,claude-sonnet-4.5,hybrid,1,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,9307.0,9371.0,1.0068765445363705,13.79888491332531,1.4725093280680088,1.007195789925894,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r1
roomsim_deepseek-v4-flash_hybrid_r1,roomsim,deepseek-v4-flash,hybrid,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,6345.0,6299.0,0.9927501970055161,11.094859353266656,1.761368368513519,1.0390524967989756,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/roomsim_deepseek-v4-flash_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/roomsim_deepseek-v4-flash_hybrid_r1
roomsim_deepseek-v4-flash_mpi_r1,roomsim,deepseek-v4-flash,mpi,1,missing_rank_aggregation;rank_local_timing;missing_start_synchronization;reported_value_mismatch,true,true,5425.0,5417.0,0.9985253456221198,17.957487624138594,3.315024482949713,1.0166821130676553,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/roomsim_deepseek-v4-flash_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/roomsim_deepseek-v4-flash_mpi_r1
roomsim_gpt-4.1_hybrid_r5,roomsim,gpt-4.1,hybrid,5,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,19301.0,19322.0,1.001088026527123,23.12227425724268,1.196681205736605,1.0248557017315791,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_gpt-4.1_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_gpt-4.1_hybrid_r5
roomsim_gpt-5-mini_mpi_r2,roomsim,gpt-5-mini,mpi,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,5446.0,5459.0,1.0023870730811606,17.957483689300716,3.28951890260134,1.0101214574898785,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_gpt-5-mini_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_gpt-5-mini_mpi_r2
roomsim_gpt-5.2-codex_hybrid_r2,roomsim,gpt-5.2-codex,hybrid,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,6420.0,6467.0,1.0073208722741434,11.09160338062793,1.71510799143775,1.0026315789473683,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/roomsim_gpt-5.2-codex_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/roomsim_gpt-5.2-codex_hybrid_r2
roomsim_gpt-5.6-sol-low_hybrid_r2,roomsim,gpt-5.6-sol-low,hybrid,2,missing_rank_aggregation;rank_local_timing,true,true,4167.0,4189.0,1.0052795776337893,8.538463033735752,2.038305808960552,1.0197780993728895,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-sol-low_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-sol-low_hybrid_r2
roomsim_gpt-5.6-sol-low_hybrid_r3,roomsim,gpt-5.6-sol-low,hybrid,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,8547.0,8612.0,1.0076050076050076,13.097453101538122,1.5208375640429774,1.0055891942244992,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-sol-low_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-sol-low_hybrid_r3
roomsim_gpt-5.6-sol-low_hybrid_r4,roomsim,gpt-5.6-sol-low,hybrid,4,missing_rank_aggregation;rank_local_timing,true,true,4664.0,4676.0,1.0025728987993139,9.242436449043453,1.976568958306983,1.009478672985782,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-sol-low_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-sol-low_hybrid_r4
roomsim_gpt-5.6-sol-medium_mpi_r4,roomsim,gpt-5.6-sol-medium,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,7019.0,7002.0,0.9975780025644678,17.905679028481245,2.557223511636853,1.001,false,7,9,2,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-sol-medium_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-sol-medium_mpi_r4
roomsim_gpt-5.6-terra-low_hybrid_r5,roomsim,gpt-5.6-terra-low,hybrid,5,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,8971.0,9001.0,1.0033441087950061,13.399045593105257,1.4886174417403908,1.0034544238912413,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-terra-low_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-terra-low_hybrid_r5
roomsim_gpt-5.6-terra-low_mpi_r5,roomsim,gpt-5.6-terra-low,mpi,5,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,5441.0,5428.0,0.9976107333210806,17.858186305500567,3.290012215456995,1.0005527915975678,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-terra-low_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-terra-low_mpi_r5
roomsim_gpt-5.6-terra-medium_hybrid_r2,roomsim,gpt-5.6-terra-medium,hybrid,2,missing_rank_aggregation;rank_local_timing,true,true,8966.0,8939.0,0.9969886236894936,13.497589463368058,1.5099663791663562,1.016591928251121,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/roomsim_gpt-5.6-terra-medium_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/roomsim_gpt-5.6-terra-medium_hybrid_r2
roomsim_qwen-3.6-27B-udq4_hybrid_r2,roomsim,qwen-3.6-27B-udq4,hybrid,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,10375.0,10359.0,0.9984578313253012,14.149035291746259,1.3658688378942232,1.0022220075355037,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/roomsim_qwen-3.6-27B-udq4_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/roomsim_qwen-3.6-27B-udq4_hybrid_r2
roomsim_qwen-3.6-27B-udq4_hybrid_r5,roomsim,qwen-3.6-27B-udq4,hybrid,5,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,9620.0,9697.0,1.008004158004158,13.447567308321595,1.386776044995524,1.0055750567829858,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/roomsim_qwen-3.6-27B-udq4_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/roomsim_qwen-3.6-27B-udq4_hybrid_r5
roomsim_qwen-3.6-27B-udq4_mpi_r1,roomsim,qwen-3.6-27B-udq4,mpi,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,5445.0,5401.0,0.9919191919191919,17.910236886702478,3.3160964426407107,1.003898273621682,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r1
roomsim_qwen-3.6-27B-udq4_mpi_r2,roomsim,qwen-3.6-27B-udq4,mpi,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,4506.0,4492.0,0.9968930315135375,15.553705364465714,3.4625345869246913,1.0024515266324938,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r2
roomsim_qwen-3.6-27B-udq4_mpi_r4,roomsim,qwen-3.6-27B-udq4,mpi,4,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,4883.0,4977.0,1.0192504607823059,16.154096550308168,3.2457497589528166,1.0423432682425489,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r4
roomsim_qwen-3.6-27B-udq4_mpi_r5,roomsim,qwen-3.6-27B-udq4,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,6327.0,6295.0,0.9949423107317844,18.75856910739094,2.9799156643988787,1.0009537434430138,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/roomsim_qwen-3.6-27B-udq4_mpi_r5
roomsim_qwen3.7-plus_mpi_r1,roomsim,qwen3.7-plus,mpi,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,28666.0,28009.0,0.977080862345636,40.34592154528946,1.4404627635863279,1.004870013607391,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/roomsim_qwen3.7-plus_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/roomsim_qwen3.7-plus_mpi_r1
roomsim_qwen3.7-plus_mpi_r2,roomsim,qwen3.7-plus,mpi,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,6082.0,6753.0,1.110325550805656,18.006244217045605,2.666406666229173,1.0046082949308757,false,8,9,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/roomsim_qwen3.7-plus_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/roomsim_qwen3.7-plus_mpi_r2
roomsim_qwen3.7-plus_mpi_r3,roomsim,qwen3.7-plus,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,4504.0,4734.0,1.0510657193605684,15.902224733494222,3.3591518237207905,1.0568688670829616,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/roomsim_qwen3.7-plus_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/roomsim_qwen3.7-plus_mpi_r3
spmv_claude-haiku-4.5_hybrid_r5,spmv,claude-haiku-4.5,hybrid,5,missing_rank_aggregation;rank_local_timing,true,true,5861.0,6013.0,1.0259341409315816,14.10241253953427,2.345320562037963,1.0045045045045045,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/spmv_claude-haiku-4.5_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/spmv_claude-haiku-4.5_hybrid_r5
spmv_claude-haiku-4.5_mpi_r1,spmv,claude-haiku-4.5,mpi,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,1774.0,1774.377,1.0002125140924465,14.14750353153795,7.973223013789037,1.0003805078511454,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/spmv_claude-haiku-4.5_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/spmv_claude-haiku-4.5_mpi_r1
spmv_claude-haiku-4.5_mpi_r2,spmv,claude-haiku-4.5,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,1832.0,1833.0,1.0005458515283843,14.348536504432559,7.827897711092503,1.0021857923497268,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/spmv_claude-haiku-4.5_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/spmv_claude-haiku-4.5_mpi_r2
spmv_claude-haiku-4.5_mpi_r3,spmv,claude-haiku-4.5,mpi,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,1529.0,1493.718,0.9769247874427731,14.048916721716523,9.405334020020193,1.0008832839680946,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/spmv_claude-haiku-4.5_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/spmv_claude-haiku-4.5_mpi_r3
